id,title,release_date,budget,revenue,runtime,vote_average,vote_count,popularity,original_language,genres
353081,Mission: Impossible - Fallout,2018-07-25,178000000,824171374,147,7.451,9146,8.989,en,Action|Adventure
63,Twelve Monkeys,1995-12-29,29000000,168841459,129,7.608,9134,7.5521,en,Science Fiction|Thriller|Mystery
45612,Source Code,2011-03-30,32000000,147332697,93,7.3,9134,6.1334,en,Thriller|Science Fiction|Mystery
28,Apocalypse Now,1979-05-19,31500000,150000000,147,8.269,9113,13.6411,en,Drama|War
275,Fargo,1996-03-08,7000000,60611975,98,7.9,9108,6.2375,en,Crime|Drama|Thriller
152532,Dallas Buyers Club,2013-11-01,5000000,55736588,117,7.913,9092,4.5398,en,Drama|History
450465,Glass,2019-01-16,20000000,246999039,129,6.7,9089,5.9122,en,Thriller|Drama|Science Fiction
464052,Wonder Woman 1984,2020-12-16,200000000,169601036,151,6.4,9066,6.4154,en,Action|Adventure|Fantasy
50014,The Help,2011-08-09,25000000,216600000,146,8.203,9062,10.3908,en,Drama
217,Indiana Jones and the Kingdom of the Crystal Skull,2008-05-21,185000000,786636033,122,6.0,9030,7.7585,en,Adventure|Action
391713,Lady Bird,2017-09-01,10000000,79000000,94,7.2,9026,20.2697,en,Drama|Comedy
254128,San Andreas,2015-05-27,110000000,473990832,114,6.246,9021,6.4668,en,Action|Drama|Thriller
128,Princess Mononoke,1997-07-12,23500000,176506186,134,8.321,9017,16.8239,ja,Adventure|Fantasy|Animation
14836,Coraline,2009-02-05,60000000,185860104,100,7.9,9008,33.3403,en,Animation|Family|Fantasy
359724,Ford v Ferrari,2019-11-13,97600000,225508210,153,8.007,8999,9.4282,en,Drama|Action|History
114,Pretty Woman,1990-03-23,14000000,463406268,120,7.449,8996,8.0925,en,Romance|Comedy
87101,Terminator Genisys,2015-06-23,155000000,440603537,126,5.956,8983,9.9765,en,Science Fiction|Action|Thriller
68734,Argo,2012-10-11,44500000,232300000,120,7.288,8963,5.7779,en,Drama|Thriller
38356,Transformers: Dark of the Moon,2011-06-28,195000000,1123794079,154,6.232,8960,2.5464,en,Action|Science Fiction|Adventure
508943,Luca,2021-06-17,200000000,51074773,95,7.782,8958,12.1977,en,Animation|Comedy|Drama|Family|Fantasy
4951,10 Things I Hate About You,1999-03-30,16000000,53478166,97,7.6,8931,14.3846,en,Comedy|Romance|Drama
137,Groundhog Day,1993-02-11,14600000,71108778,101,7.63,8901,9.509,en,Romance|Fantasy|Comedy
435,The Day After Tomorrow,2004-05-26,125000000,552639571,123,6.559,8885,8.5636,en,Science Fiction|Thriller|Adventure
8355,Ice Age: Dawn of the Dinosaurs,2009-06-26,90000000,886686817,94,6.768,8875,14.4843,en,Animation|Comedy|Family|Adventure
51497,Fast Five,2011-04-20,125000000,626100000,131,7.242,8861,1.6856,en,Action|Thriller|Crime
315162,Puss in Boots: The Last Wish,2022-12-07,90000000,484700000,103,8.207,8861,19.0457,en,Animation|Adventure|Fantasy|Comedy|Family
158015,The Purge,2013-05-31,3000000,91266581,85,6.249,8854,5.5416,en,Science Fiction|Horror|Thriller
187,Sin City,2005-04-01,40000000,158733820,124,7.5,8838,4.9925,en,Crime|Thriller
8392,My Neighbor Totoro,1988-04-16,3700000,41000000,86,8.064,8828,12.5692,ja,Fantasy|Animation|Family
402900,Ocean's Eight,2018-06-07,70000000,297718711,111,6.957,8806,7.2704,en,Crime|Comedy|Action
314365,Spotlight,2015-11-06,20000000,98690254,129,7.8,8802,4.1852,en,Drama|History
4348,Pride & Prejudice,2005-09-16,28000000,124604345,128,8.1,8781,13.3856,en,Drama|Romance
91314,Transformers: Age of Extinction,2014-06-25,210000000,1105261713,165,5.965,8769,12.5725,en,Science Fiction|Action|Adventure
38700,Bad Boys for Life,2020-01-15,90000000,426505244,124,7.114,8750,6.9492,en,Thriller|Action|Crime
533535,Deadpool & Wolverine,2024-07-24,200000000,1338073645,128,7.572,8737,42.0061,en,Action|Comedy|Science Fiction
594,The Terminal,2004-06-17,60000000,219417255,128,7.355,8718,4.8658,en,Comedy|Drama
466282,To All the Boys I've Loved Before,2018-08-17,0,0,100,7.6,8713,5.644,en,Comedy|Romance
333371,10 Cloverfield Lane,2016-03-10,15000000,110216998,104,7.003,8691,4.8333,en,Thriller|Science Fiction|Drama|Horror
290250,The Nice Guys,2016-05-15,50000000,71261763,116,7.132,8668,6.184,en,Comedy|Crime|Action
9552,The Exorcist,1973-12-26,12000000,441306145,122,7.744,8655,11.0927,en,Horror|Drama
569094,Spider-Man: Across the Spider-Verse,2023-05-31,100000000,690897910,140,8.3,8654,28.5496,en,Animation|Action|Adventure|Science Fiction
1366,Rocky,1976-12-03,1000000,117253345,120,7.8,8637,11.8145,en,Drama
493922,Hereditary,2018-06-07,10000000,87796204,128,7.295,8610,13.3147,en,Horror|Mystery|Thriller
22538,Scott Pilgrim vs. the World,2010-08-12,73000000,51825248,113,7.486,8608,6.0245,en,Action|Comedy|Romance
95,Armageddon,1998-07-01,140000000,553799566,151,6.835,8589,8.0081,en,Action|Science Fiction|Adventure
268,Batman,1989-06-21,35000000,411348924,126,7.2,8583,7.0773,en,Fantasy|Action|Crime
616037,Thor: Love and Thunder,2022-07-06,250000000,760928081,119,6.369,8577,13.9908,en,Fantasy|Action|Comedy
315837,Ghost in the Shell,2017-03-29,110000000,169801921,107,6.108,8575,5.4451,en,Science Fiction|Drama|Action
22970,The Cabin in the Woods,2012-04-12,30000000,71038838,95,6.652,8575,6.9915,en,Horror|Mystery|Comedy
10764,Quantum of Solace,2008-10-29,200000000,589593688,106,6.337,8559,6.797,en,Adventure|Action|Thriller
35,The Simpsons Movie,2007-07-25,75000000,527068851,87,7.023,8555,8.0208,en,Animation|Comedy|Family
2108,The Breakfast Club,1985-02-15,1000000,51530442,98,7.722,8548,5.9361,en,Comedy|Drama
187017,22 Jump Street,2014-06-05,50000000,331333876,112,6.828,8536,8.0042,en,Crime|Comedy|Action
170,28 Days Later,2002-10-31,8000000,82784517,113,7.244,8528,10.8245,en,Horror|Thriller|Science Fiction
537915,After,2019-04-11,14000000,69497587,106,7.107,8526,22.2628,en,Drama|Romance
328111,The Secret Life of Pets,2016-06-18,75000000,875457937,86,6.32,8518,3.4071,en,Animation|Comedy|Family|Adventure
254,King Kong,2005-12-12,207000000,562363449,188,6.892,8514,9.7487,en,Adventure|Drama|Action
339846,Baywatch,2017-05-25,69000000,177900000,116,6.083,8505,7.4947,en,Comedy|Action|Crime
278927,The Jungle Book,2016-04-07,175000000,966550600,106,6.872,8500,9.3821,en,Adventure|Family|Fantasy
137106,The Lego Movie,2014-02-06,60000000,470759687,100,7.428,8496,7.7293,en,Animation|Family|Adventure|Comedy|Fantasy
198184,Chappie,2015-03-04,49000000,104399548,120,6.79,8489,11.2556,en,Crime|Action|Science Fiction
49013,Cars 2,2011-06-11,200000000,559852396,106,6.18,8480,15.3362,en,Animation|Family|Adventure|Comedy
4011,Beetlejuice,1988-03-30,15000000,84554197,92,7.372,8454,6.3301,en,Fantasy|Comedy
335797,Sing,2016-11-23,75000000,634151679,108,7.124,8434,9.1938,en,Animation|Comedy|Family|Music
10144,The Little Mermaid,1989-11-17,40000000,211343479,83,7.351,8408,10.6473,en,Animation|Family|Fantasy
1979,Fantastic Four: Rise of the Silver Surfer,2007-06-13,130000000,301913131,92,5.633,8405,5.6138,en,Science Fiction|Adventure|Action
336843,Maze Runner: The Death Cure,2018-01-10,62000000,288418190,143,7.081,8404,7.2492,en,Science Fiction|Action|Adventure|Thriller
396535,Train to Busan,2016-07-20,8500000,87547518,118,7.75,8401,29.4448,ko,Horror|Thriller|Action|Adventure
50544,Friends with Benefits,2011-07-21,35000000,149500000,109,6.643,8396,5.9062,en,Romance|Comedy
2503,The Bourne Ultimatum,2007-08-03,70000000,442824138,115,7.439,8376,6.2669,en,Action|Drama|Mystery|Thriller
949,Heat,1995-12-15,60000000,187400000,170,7.936,8373,15.1795,en,Crime|Drama|Action
338970,Tomb Raider,2018-03-05,94000000,274650803,118,6.367,8368,6.6829,en,Action|Adventure|Fantasy
615457,Nobody,2021-03-18,16000000,57512470,91,7.878,8367,10.8578,en,Action|Thriller
447365,Guardians of the Galaxy Vol. 3,2023-05-03,250000000,845550000,150,7.9,8359,14.8457,en,Science Fiction|Adventure|Action
337167,Fifty Shades Freed,2018-01-17,55000000,371985018,105,6.675,8355,39.9577,en,Drama|Romance
4638,Hot Fuzz,2007-02-14,12000000,80600000,121,7.565,8350,6.5387,en,Crime|Action|Comedy
1372,Blood Diamond,2006-12-08,100000000,171720398,143,7.6,8338,7.7907,en,Drama|Thriller|Action
2105,American Pie,1999-07-09,11000000,235483004,95,6.6,8321,15.7368,en,Comedy|Romance
340666,Nocturnal Animals,2016-11-04,22500000,29300000,116,7.412,8302,4.3982,en,Drama|Thriller
27578,The Expendables,2010-08-07,80000000,274470394,103,6.252,8299,8.8374,en,Thriller|Adventure|Action
256591,Focus,2015-02-25,50100000,153962963,105,6.9,8290,5.0499,en,Romance|Comedy|Crime
8871,How the Grinch Stole Christmas,2000-11-17,123000000,345800000,105,6.78,8282,6.426,en,Family|Comedy|Fantasy
116745,The Secret Life of Walter Mitty,2013-12-18,90000000,188133322,114,7.225,8274,10.8789,en,Adventure|Comedy|Drama|Fantasy
406997,Wonder,2017-11-13,20000000,315025930,113,8.106,8260,18.8952,en,Family|Drama
1954,The Butterfly Effect,2004-01-17,13000000,96800000,113,7.58,8256,8.2797,en,Science Fiction|Thriller
58595,Snow White and the Huntsman,2012-05-30,170000000,396600000,127,5.987,8239,4.9604,en,Adventure|Fantasy|Drama
345940,The Meg,2018-08-09,150000000,530517320,113,6.248,8205,11.0436,en,Action|Science Fiction|Horror
598,City of God,2002-08-30,3300000,30641770,129,8.429,8199,12.3293,pt,Drama|Crime
2502,The Bourne Supremacy,2004-07-23,75000000,288500217,108,7.332,8169,6.4381,en,Action|Drama|Thriller
584,2 Fast 2 Furious,2003-06-05,76000000,236350661,108,6.525,8161,1.8212,en,Action|Crime|Thriller
561,Constantine,2005-02-08,100000000,230900000,121,7.162,8135,13.9301,en,Fantasy|Action|Horror
121856,Assassin's Creed,2016-12-21,125000000,240700000,116,5.436,8120,3.1717,en,Action|Adventure|Science Fiction
57800,Ice Age: Continental Drift,2012-06-27,95000000,877244782,88,6.386,8110,14.2206,en,Animation|Comedy|Adventure|Family
404368,Ralph Breaks the Internet,2018-11-20,175000000,529323962,112,7.161,8108,7.3391,en,Action|Adventure|Animation|Comedy|Family|Science Fiction
487558,BlacKkKlansman,2018-08-09,15000000,93411426,136,7.491,8106,3.2839,en,Crime|Comedy|Drama|History
8363,Superbad,2007-08-17,20000000,170800000,113,7.3,8106,10.4635,en,Comedy
153,Lost in Translation,2003-09-18,4000000,119723856,102,7.382,8105,8.2999,en,Drama|Comedy|Romance
44115,127 Hours,2010-11-12,18000000,35700000,94,7.1,8100,5.4537,en,Adventure|Drama|Thriller
530385,Midsommar,2019-07-03,9000000,48498408,147,7.151,8093,10.9809,en,Horror|Drama|Mystery
458723,Us,2019-03-14,20000000,256071218,116,6.947,8081,5.907,en,Horror|Mystery
257344,Pixels,2015-07-16,88000000,244874809,106,5.78,8051,9.0471,en,Action|Comedy|Science Fiction
693134,Dune: Part Two,2024-02-27,190000000,714844358,167,8.128,8019,23.0595,en,Science Fiction|Adventure
339964,Valerian and the City of a Thousand Planets,2017-07-19,177200000,225973340,137,6.6,8010,7.2482,en,Adventure|Science Fiction|Action
214756,Ted 2,2015-06-25,68000000,215863606,115,6.325,8009,14.052,en,Comedy|Fantasy
545611,Everything Everywhere All at Once,2022-03-24,25000000,139200000,140,7.718,7992,16.8334,en,Action|Adventure|Science Fiction
408,Snow White and the Seven Dwarfs,1938-01-22,1488423,184925486,83,7.124,7986,9.1896,en,Fantasy|Animation|Family
4232,Scream,1996-12-20,14000000,173046663,112,7.43,7984,33.2526,en,Crime|Horror|Mystery
300669,Don't Breathe,2016-06-08,9900000,158906350,89,7.013,7978,5.1077,en,Horror|Thriller|Crime
312221,Creed,2015-11-25,37000000,173600000,133,7.407,7961,7.1651,en,Drama
603692,John Wick: Chapter 4,2023-03-21,100000000,447316405,170,7.709,7960,22.3708,en,Action|Thriller|Crime
10192,Shrek Forever After,2010-05-20,165000000,752600867,93,6.401,7957,9.0798,en,Comedy|Adventure|Fantasy|Animation|Family
1091,The Thing,1982-06-25,15000000,19629760,109,8.1,7953,9.1921,en,Horror|Mystery|Science Fiction
341174,Fifty Shades Darker,2017-02-08,55000000,381545846,118,6.475,7945,9.2074,en,Drama|Romance
11970,Hercules,1997-06-13,85000000,252712101,93,7.495,7938,11.6624,en,Animation|Family|Fantasy|Adventure|Comedy|Romance
